id,articulo,clase
34,Autoridad en los hospitales EL ÁNIMO.- La información de los once niños muertos un fin de semana en el hospital Robert Reid Cabral  llegó primero a la calle que al Palacio Nacional. Cuando el presidente Danilo Medina se enteró y se puso en shock  hacía rato que en la población y por diferentes vías se demandaba que los responsables pagaran ipso facto la culpa. No se pedía investigación ni informe  sino el consabido corte de cabezas. Mira que el rey  nada. Mira que la reina  nada. Mira que Robespierre  nada. El terror primero  y después se observarían los rangos. Se quería sangre como cuando se asiste a una corrida de toros. No importaba si era del animal o de quien hacía la faena. El presidente  fuera por el impacto emocional  o la investigación  o el informe  o la comisión  o por populismo  o por marketing  satisfizo el morbo. Querían mambo  y tocó la versión más violenta. Y sin embargo  a poco la propia gente recapacitó  y se dio cuenta de que al gobierno le iba a salir muy barato. Entonces apuntó mejor. Se ...,no
35,¡Dr. Jung  quieren destruir la Patria! Creemos en la Pangea Racial y Espiritual que en un futuro muy  muy lejano unirá pueblos y naciones en una sola Raza  una sola Religión y una sola Bandera... pero hoy  ahora  en esta etapa histórica de nuestro pueblo  debemos preservar nuestra Soberanía  la pura dominicanidad; rechazar el espejismo malsano de adoptar costumbres y panteones de culturas foráneas que tangencialmente incidieron en un momento crítico de la historia dominicana;  los movimientos fusionistas  o peor aún  los que engañan al pueblo con ingenuos subterfugios de “sensibilidad cristiana y social” o se parangonan en una supuesta fraternidad territorial con el fin de unificar pueblos con costumbres  símbolos y valores totalmente diferentes  y aun más profundo; con Arquetipos del Inconsciente Colectivo de naturalezas diametralmente opuestas unos y otros; ¡son los enemigos de la Patria! Lo más grave aún  es que como culebras venenosas salen de noche de nuestras propias entrañas y reptan en la oscuridad  ¡¡para atacar...,no
36,El pecado de Félix Bautista Si Félix Bautista fuera un anodino y no un triunfador como profesional  como empresario  como político  como amigo  como compañero… nadie le hiciera “puto caso”  como dicen los españoles… … No lo mencionaran ni lo tomaran en cuenta ni siquiera para insultarlo  para denostarlo  para degradarlo. Porque  desgraciadamente  el éxito está prohibido en nuestro país. El precio es muy costoso: la injuria pública  el estigma social  la vergüenza familiar.Félix Bautista ha salido de abajo  enfrentó con uñas y dientes la pobreza  estudió con mil limitaciones y se hizo profesional de la ingeniería; le ha ido bien en la política  ha prosperado en sus negocios –todos vinculados a la construcción  primero como ferretero y luego como desarrollador–  y paralelamente se ha cultivado intelectualmente  con sencillez  sin ruido  sin vicios  sin hacerle daño a nadie… Pero es  probablemente  uno de los dominicanos más acosados por la maledicencia pública  por el chisme  por la intriga artera  por la envidi...,no
37,Reglamento de convivencia escolar En estos días se han producido diferentes comentarios  unos a favor y otros en contra  en relación a las “Normas del Sistema Educativo Dominicano para la Convivencia Armoniosa en los Centros Educativos Públicos y Privados”  publicadas por el Ministerio de Educación.Es bueno saber de dónde procede esta iniciativa. En la introducción del folleto publicado se dice: “En el caso concreto del Sistema Educativo  el capítulo V de la Ley 136-03 define las garantías fundamentales dirigidas al pleno disfrute del Derecho a la Educación  a fin de fortalecer el rol rector de la Ley General de Educación 66-97 y de sus reglamentos. Como parte de dichas garantías  la práctica de una disciplina escolar positiva y promotora de oportunidades  según plantea  el artículo 48 de la Ley 136-03  constituye la más sólida plataforma para el disfrute de una sana convivencia en los centros educativos  que forme y modele las mejores prácticas de ciudadanía”. El formular y poner en ejercicio este documento es  cie...,no
38,¡Como no recordarte  María T’! María Teresa Lavayen  una joven boliviana que llegó a nuestro país luego de cursar estudios universitarios en Kiev  en la década de los años 80  donde conoció al dominicano Manuel Celestino  que también estudiaba allí y en corto tiempo contrajeron matrimonio en esa misma ciudad. De ese matrimonio nació su primogénito Manuel Emilio.Concluidos sus estudios   deciden venir a la República Dominicana en 1988 para fijar su residencia: al cabo de un tiempo ella es nombrada Cónsul Honoraria del Estado Plurinacional de Bolivia y bajo esa responsabilidad entra en el mundo diplomático  político y social de nuestro país.El trabajo de esta joven era tan activo y efectivo que pese a ser Cónsul Honoraria  el mundo diplomático sentía que Bolivia estaba acreditada en nuestro territorio con una Embajada y una Embajadora Extraordinaria y Plenipotenciaria; de hecho  el cuerpo diplomático y consular y nuestra propia cancillería le trataban como tal. María T’  fue fiel intérprete  a carta cabal  de la po...,no
39,Destituyen al director del hospital Vinicio Calventi El Ministerio de Salud Pública designó un nuevo director en el hospital Vinicio Calventi  de Los Alcarrizos  donde el día anterior el personal de cirugía había realizado un paro de labores denunciando falta de insumos y de condiciones adecuadas para el trabajo.En la dirección del centro fue nombrado Reyson Pavón  médico militar de la Fuerza Aérea Dominicana  quien se desempeñaba como subdirector  en sustitución del doctor Alberto Díaz  quien según trascendió ocupará un nuevo puesto en el nivel central del Ministerio de Salud.Pavón fue posesionado en el cargo por el doctor Ramón Alvarado  recién designado director General de Coordinación de los Servicios Públicos de Atención a la Salud (DGCSS). Hasta ese momento Alvarado era el director del hospital traumatológico Profesor Juan Bosch  de La Vega.Antes de ocupar la dirección de dicho hospital  Díaz formó parte del equipo de la doctora Guzmán Marcelino en el Seguro Nacional de Salud (Senasa). El director saliente reconoció que el hospi...,no
40,Danilo emite decreto que convoca a Pacto Eléctrico El presidente Danilo Medina convocó anoche a todos los sectores institucionales y sociales para discutir  redactar y firmar el pacto nacional para la Reforma del Sector Eléctrico.La disposición está contenida en el decreto 389-14  que fue entregado por el portavoz de la Presidencia  Roberto Rodríguez Marchena  de forma personal a los periodistas que cubren el Palacio Nacional  y establece que los sectores disponen de un período de seis meses a partir del acto de lanzamiento del proceso para completar el documento a firmar.En su párrafo 2 del artículo 1  el decreto destaca que el Pacto Nacional para la Reforma del Sector Eléctrico deberá ser el resultado de un proceso que incluya las fases de consulta  discusión  concreción y firma de compromisos asumidos por el Estado  los actores del sistema del sector eléctrico y demás instancias de la sociedad civil con capacidad para incidir en la mejoría del sistema eléctrico.Agrega que la metodología de conducción del proceso deberá establecer...,no
41,Presidente Cámara de Diputados anuncia eliminación de ‘barrilito’ El presidente de la Cámara de Diputados  Abel Martínez  anunció ayer la eliminación del Fondo de Gestión Social que recibe cada diputado  por un monto de 50 mil pesos mensual (el barrilito). De inmediato la medida fue apoyada por los diputados de todos los partidos.Martínez explicó que esos recursos están consignados en el presupuesto de la entidad y  por lo tanto  los fondos correspondientes a los meses de noviembre y diciembre serán distribuidos a los hospitales y centros de salud reconocidos por su credibilidad  manejo transparente de los recursos asignados y servicio a la población de escasos recursos.El legislador dijo que igual destino tendrán los recursos consignados en el Presupuesto General del Estado de 2015 para el “barrilito”  cuyo monto aproximado es de RD$100 millones. La medida fue apoyada por sus compañeros  Rubén Maldonado  Radhamés González  Ramón Cabrera  Minou Tavares Mirabal y David Collado  este último  junto al presidente Abel Martínez  no hacían uso de esos f...,no
42,Valdez Albizu destaca flujo de inversión extranjera en la RD Entrevista de The Business Year al Gobernador del Banco Central de la República Dominicana (BCRD)  Héctor Valdez Albizu  sobre los sectores que son atractivos para la inversión  la política monetaria  y la Inversión  en la Cumbre de la RD.TBY: La IED de en la República Dominicana ha aumentado de manera exponencial en la última década. ¿Qué factores condujeron a esa expansión y cuáles son los sectores con mayor potencial? Héctor Valdez Albizu: El stock de IED en la última década pasó de $7 684 mil millones en 2004 a $26.5 mil millones a finales de 2013  un aumento de $18.9 mil millones  ó 245.5%  en 10 años. Este importante incremento representa un flujo medio anual de alrededor de $ 2mil millones.Los principales factores que han influido en este aumento de la IED son la estabilidad macroeconómica del país  que se caracteriza por un crecimiento económico sostenido  la baja inflación y la estabilidad relativa del tipo de cambio  y un sistema financiero saludable  líquido  solvente  y ...,no
43,Niega presión en acuerdo judicial El economista Jaime Aristy Escuder negó ayer que el acuerdo logrado con el senador Félix Bautista  a raíz del proceso judicial en su contra por difamación en la Corte del Onceavo Circuito del Condado de Miami-Dade  fuera producto de una presión económica  tras señalar que él incluso  si era necesario  estaba dispuesto a vender todos sus activos para pagar a sus abogados.El economista reaccionó de esa manera tras ser preguntado en torno a las declaraciones de Andrés L. Mateo  quien aseguró que el acuerdo entre Escuder y Bautista se debió a una presión económica.Dijo que Mateo fue sacado de la demanda que interpuso el senador en la ciudad de Miami  gracias a una cuenta que abrió en la que se llegó a recolectar alrededor de tres mil dólares  de personas que aportaban desde 100 pesos en adelante y una que aportó 50 mil pesos.,no
44,Evo Morales descarta reformar la Constitución para incluir la reelección indefinida El presidente boliviano Evo Morales descartó ayer que proyecte reformar la Constitución para incorporar la reelección indefinida y  durante una entrevista con medios internacionales  dijo que no habrá por ahora más nacionalizaciones de empresas.Horas después de un rotundo triunfo en las elecciones presidenciales del domingo que le abrieron las puertas a un tercer mandato consecutivo (2015-2020)  el mandatario boliviano se refirió durante una entrevista con AFP  BBC y Financial Times  a algunos de los asuntos que serán parte de su nueva gestión.Morales  de 54 años  el primer presidente indígena de Bolivia  en el poder desde 2006  obtiene el 53 8% de los votos  seguido del empresario centrista Samuel Doria Medina  con el 30 07%  según el 49 93% del cómputo oficial.Según sondeos extraoficiales al 100% en boca de urna  Morales obtuvo más del 60% de los votos  seguido a gran distancia por Doria Medina (24%).El gran caudal de votos que obtuvo Morales le aseguró además el control del Congr...,no
45,El 60 % de latinoamericanos considera que inseguridad se incrementó en 5 años El 60 % de los ciudadanos latinoamericanos considera que la inseguridad se incrementó en la región en los últimos cinco años  según el Reporte de Economía y Desarrollo (RED 2014) del CAF-Banco de Desarrollo de América Latina  difundido ayer en Lima.La CAF convocó ayer a especialistas para presentar el RED 2014  titulado "Por una América Latina más segura: una perspectiva para prevenir y controlar el delito"  una publicación que propone un enfoque integral para planear  diseñar e implementar intervenciones efectivas para combatir el crimen en la región  señaló el organismo.El reporte remarcó que la seguridad es un "factor determinante" del bienestar de los ciudadanos de América Latina y que el 24 % de las familias de la región identifica a la inseguridad como el principal problema que afecta su calidad de vida  por encima del desempleo  la inflación o los servicios básicos.El informe propone un enfoque donde la ocurrencia del crimen surge de la interacción de dos elementos: individuo...,no
46,Ataques frenan el avance en Kobane Estados Unidos afirmó ayer martes que la progresión del grupo Estado Islámico (EI) en la ciudad kurdosiria de Kobane ha sido frenada gracias a 21 bombardeos en 48 horas  mientras que en Washington se celebró una reunión de la coalición antiyihadista. Dos meses después del inicio de los ataques en Irak y tres semanas después de que empezaran los ataques aéreos en Siria  la Casa Blanca aseguró que la estrategia global contra el EI “funciona” y recordó que es “un esfuerzo a largo plazo”. El EI ocupa la mitad de Kobane  en la frontera con Turquía  escenario desde hace días de una lucha feroz y clave para los kurdos  que quieren preservar su autonomía de combate en Siria.“Los intensos bombardeos contra objetivos precisos del EI han obstaculizado el avance yihadista” aseguró el director del Observatorio Sirio de Derechos Humanos (OSDH)  Rami Abdel Rahman  que señaló que prosiguen violentos combates en el centro de la ciudad. Los kurdos han conseguido  desde sus posiciones en el este  nort...,no
47,Bogotá restringe entrega de visas Colombia está negando la visa para las personas que de cualquier nacionalidad que hayan visitado durante las últimas cuatro semanas los países más afectados por el ébola de acuerdo con los reportes mundiales.Según confirmaron fuentes de la Cancillería a Radio Cadena Caracol (RCC)  se trata de viajeros que en este periodo de tiempo hayan visitado la zona de principal afectación  en países como Sierra Leona  Liberia  Guinea Conakry y Nigeria  a quienes se le niega su solicitud de visa  por razones de interés nacional.La decisión la tomó la Cancillería por recomendación del Instituto Nacional de Salud  para prevenir que este virus ingrese al país.En materia migratoria de visas  en los consulados afirman que se vienen adelantando cuestionarios epidemiológicos diseñados por el Ministerio de Salud  donde se establecen bases para definir si el extranjero representa un riesgo  y por consiguiente se le niega la visa para el país.Sin embargo  teniendo en cuenta que existen ciudadanos de 92 na...,no
48,EEUU toma medidas contra virus respiratorio Durante más de dos meses  las autoridades sanitarias han estado tratando de entender el amplio contagio de un virus respiratorio que ha afectado a niños. Esta semana  el tamaño del problema aumentará  pero ello se debe a que han creado una nueva prueba para poder detectar casos que han permanecido invisibles. A partir de ayer  los Centros para el Control y Prevención de Enfermedades usa la nueva prueba  que le permitirá examinar cuatro o cinco veces la cantidad de especímenes que ha estado examinando.      Se trata de una prueba simple para detectar el enterovirus 68  que desde agosto ha sido señalada como la responsable de un mal respiratorio parecido al asma que está afectando a niños. Algunos casos han sido tan graves que los enfermos han requerido de la ayuda de una máquina para respirar. Se sospecha que el virus fue el responsable de por lo menos seis muertes.      La nueva prueba reemplazará a otra que es capaz de detectar una amplia cantidad de virus  pero que se demora más. ...,no
49,México descarta que estudiantes desaparecidos estén entre 28 cadáveres de fosas El misterio sobre el destino de los 43 estudiantes desaparecidos en México desde un ataque de policías y sicarios se profundizó ayer al asegurar las autoridades que no se encuentran entre los primeros 28 cadáveres hallados en fosas comunes.Las autoridades temían que entre esos restos estuvieran algunos de los jóvenes desaparecidos el 26 de septiembre en Iguala (sur) por declaraciones de dos integrantes del cártel local Guerreros Unidos  que habrían asegurado que en ese lugar asesinaron a 17 de los estudiantes.Pero tras diez días de peritajes a esos restos calcinados "les puedo decir que no corresponden a los ADN que los familiares de estos jóvenes" proporcionaron  anunció el fiscal general  Jesús Murillo Karam  en una conferencia de prensa.Otras fosas han sido encontradas posteriormente con un número no determinado de cuerpos que siguen siendo analizados.Sin embargo  Murillo Karam recalcó que unos 900 policías federales se mantienen en la zona para dar con estos jóvenes que por ahor...,no
50,Jefe de la ONU de visita por Israel El secretario general de las Naciones Unidas  Ban Kimoon  exigió ayer lunes el cese de las “provocaciones” en la explanada de las Mezquitas y tiró una nueva piedra al jardín del primer ministro israelí durante una visita en la que fueron evidentes las crispaciones.En su primera visita a Cisjordania e Israel desde la guerra en la Franja de Gaza  que exacerbó las tensiones entre Israel y las Naciones Unidas  Ban no se quedó en condenar de nuevo “con firmeza la continuación de las actividades de colonización de Israel”.En un tono desacostumbrado  se mostró “profundamente inquieto por las repetidas provocaciones en los lugares santos de Jerusalén.No hacen más que avivar las tensiones y deben cesar”.Ban no mencionó expresamente a Israel ni evocó explícitamente la explanada de las Mezquitas  lugar extremadamente sensible venerado a la vez por musulmanes y judíos y de nuevo escenario este mismo lunes de choques entre jóvenes palestinos y policías israelíes.Por la tarde  Benjamin Netanyahu ...,no
51,Presos amotinados en Brasil mantienen nueve rehenes durante más de 44 horas Un grupo de presos amotinados desde el lunes mantiene aún como rehenes a nueve personas en una cárcel del estado brasileño de Paraná  donde funcionarios civiles y policías continúan la negociación para poner fin al motín  que dura ya más de 44 horas.Los presos levantados están en un tejado de la cárcel de Guarapuava y tienen retenidos a dos agentes penitenciarios y siete presos  informó la Secretaría de Justicia  Ciudadanía y Derechos Humanos (Seju) de Paraná.Según mostraron las cámaras de televisión  los rehenes fueron agredidos en numerosas ocasiones por los reclusos e incluso llegaron a amenazar a quemar a uno de ellos.Desde el inicio de la rebelión  el pasado lunes  cuatro agentes penitenciarios fueron liberados y uno de ellos tuvo que ser hospitalizado después de sufrir quemaduras.Los presos demandan una mejora de sus condiciones en el presidio  la transferencia a otras cárceles del país  así como la garantía de que no sufrirán represalias tras el motín.Desde el inicio del año ...,no
52,Xenofobia  una fobia cruel La xenofobia ha sido definida como “toda distinción  exclusión  restricción o preferencia basada en motivos de raza  color  linaje u origen nacional o étnico que tenga por objeto o por resultado anular o menoscabar el reconocimiento  goce o ejercicio  en condiciones de igualdad  de los derechos humanos y libertades fundamentales en las esferas política  económica  social  cultural o en cualquier otra esfera de la vida pública”.Xenofobia es un prejuicio que se manifiesta con odio y rechazo hacia los grupos étnicos diferentes. En las últimas décadas se ha visto una manifestación bastante agresiva de este rechazo  además de exclusión por este motivo  llegando hasta una violencia tan extrema que ha llevado a la muerte de muchos por el simple hecho de “ser diferentes”. Las personas que sufren este tipo de discriminación se ven sujetas a la humillación y el desprecio por parte de los xenófobos; pero la humillación y el desprecio son a veces una manifestación mínima de lo que otros son cap...,no
53,¡A fomentar el hábito del ahorro! En materia de ahorro República Dominicana está avanzando. Padres y maestros deben unificar criterios para  desde diversas perspectivas  contribuir a que los más pequeños desarrollen este hábito. Octubre es una época ideal para hacerlo. Es el Mes del Ahorro.Una orientadora  un padre de familia y un experto en finanzas hablan sobre el tema. Carina Gutiérrez manifiesta que es momento de enseñar a los infantes el valor de las cosas. “Claro  nunca restando importancia a lo importante que son los valores invaluables. Como orientadores  los maestros estamos en el deber de ayudarles a planificarse  inclusive con el dinero que llevan a la escuela”  dice la profesora.Explica que de la mesada que les dan sus padres para la merienda a los más grandecitos  se les puede enseñar a dejar aunque sea una ínfima parte para su alcancía. De esa manera aprenden a ahorrar y a no derrochar un dinero que luego pueden utilizar en otra cosa. Gutiérrez expresa que cuando se pone en práctica la cultura del ahor...,no
54,Los genes que hay detrás de la enfermedad La incidencia del cáncer de mama en República Dominicana es cada vez mayor en los distintos segmentos sociales  y este tipo de cáncer se ha convertido en una gran preocupación en las mujeres  sobre todo aquellas que sobrepasan los 40 años de edad.Claudia de los Santos  cirujana oncóloga y cirujana general  explica que el cáncer de mama generalmente se origina en las células de los lobulillos  que son las glándulas productoras de leche  o en los conductos que transportan la leche desde los lobulillos hasta el pezón. Los tumores más frecuentes son el carcinoma ductal y el lobulillar.De los Santos  miembro del equipo de clínica Abreu  explica que  como el cáncer es el resultado de cambios anómalos en los genes que regulan el crecimiento de las células  la parte modificada adquiere la capacidad de dividirse sin ningún tipo de control u orden  por lo que produce más células iguales y genera un tumor.La especialista  quien es coordinadora de la Residencia de Cirugía Oncológica del Institu...,no
55,Luto y periodismo Era una reportera novata. El responsable del medio en que trabajaba había desestimado una entrevista que les hice a tres hermanos. Ellos denunciaban las amenazas  y el intento de desalojo  por parte de un  hombre ligado al Partido Reformista que  en esa época  estaba en el poder. Al día siguiente de que la entrevista fue engavetada  me mandaron a cubrir  a toda carrera  el asesinato de una señora que había sido tiroteada. Cuando llegué al lugar  resultó que era la madre de los hermanos a los que entrevisté el día anterior. El acoso pasó de las amenazas a la agresión. Como los habían desalojado a tiros  la mujer fue velada en medio de la calle. Lloré mientras me tapaba la cara con la libreta de apuntes para evitar la vergüenza de que la gente viera mis lágrimas. Ese ha sido el funeral más difícil que me ha tocado cubrir como periodista. Pensaba que la publicación de la nota engavetada pudo haber salvado esa vida  pero ya sólo me quedó hacer mi trabajo  y aguantar aquellas miradas de...,no
56,El Salón de los Espejos El domingo estuve en este bar  en el Palacio de Bellas Artes  dizque para contar los espejos y me quedé por un par de horas. Todos los domingos  a partir de las 6:00 de la tarde hasta las 12:00 de la noche el son es el protagonista  junto a los merengues  la salsa y otros ritmos caribeños. Hace mucho quería conocerlo  pero no me “nacía”. Es un lugar acogedor  confortable  claro  como les gusta a los soneros  asequible económicamente y bien familiar  como son los soneros. El coordinador de los domingos soneros es Gustavo Arias  un trabajador incansable  locutor  bailador y promotor de todo lo que tiene que ver con la música antillana. Gustavo era el que activaba la música en el desaparecido Monumento del Son  con un vestir impecable y formal. Luego duró 12 años en Club 60 y hace unos meses mudó su son a este distinguido lugar. Los soneros han sido fieles con su música y con Gustavo  lo siguen donde él se establece. Lo bueno de todo esto es que los soneros se reciclan  ya que cuando t...,no
57,¡A vacacionar para las montañas! Comenzó a sentirse la brisita de otoño  y con ella una sensación de alegría  pues ya falta solo un mes para la temporada navideña y con ella los deseos de hacer cosas nuevas  desde comprar objetos que necesitamos hasta complacernos con unas buenas vacaciones o irnos de excursión. Por eso en esta ocasión nos dirigimos a las montañas  donde predomina el clima frío  el cual es una buena oportunidad para sacar nuestros abrigos y ropa de invierno del clóset  disfrutar del clima y realizar aventuras en los ríos  como montar a caballo  ‘fourwheels’  realizar ‘rafting’ y ‘canyoning’.Jarabacoa ofrece un escenario perfecto para disfrutar de todas esas aventuras y  al mismo tiempo  no dejar de disfrutar de los placeres de la vida en sus acogedores hoteles y cabañitas  probar la exquisita gastronomía en sus diversos restaurantes con una fusión entre lo típico y lo internacional.Dentro de los hoteles de la zona  puedo recomendar algunos como Los Bohíos Campo Añil  donde la naturaleza se comunica...,no
58,A Córdoba en tren por unas horas Entre el Apartahotel Serrano Recoletos y la estación de Atocha tardo media hora caminando a paso rápido. Con una deliciosa temperatura en Madrid  que solo obliga a una chaquetica de punto  me desplazo aspirando el aire tempranero de la sierra que llega a la capital de España. La salida del tren de alta velocidad (AVE) a Córdoba es a las 9:45  pero ya tengo comprado el boleto  por lo cual a las 8:30 de la mañana camino sin prisa. La salida es desde andenes especialmente destinados al AVE. Primero subo unas escaleras mecánicas hacia el lugar donde están los aparatos de rayos X. Chequean igual que en los aeropuertos. En la sala de espera hay tiendas y cafeterías  donde paso los minutos hasta que llaman para revisar el boleto y bajar al andén. El trayecto entre las ciudades dura menos de dos horas. Viajo en clase turista  donde me asombra la comodidad de las butacas  que posibilitan moverlas para descansar los pies en el reposapiés adosado al asiento delantero. Por lo visto  según la ho...,no
59,Fariseos ¡Ay de ustedes  fariseos! ¡Ay de ustedes  juristas!  Hago una excepción refiriendo algo personal. Hay quienes  se autotitulan juristas sin serlo. Pobres de ellos. Por esto me decía un amigo que yo  siendo abogado  había estudiado ciencias religiosas porque era muy difícil que un abogado llegara a alcanzar el reino de los cielos. Esta no es una verdad absoluta  pero sí es aplicable a aquellos que actúan con vanidad e hipocresía. En ellos se esconde un corazón del que han desaparecido la justicia y el amor.,no
60,Malasia: economía islámica fructífera Desde la llegada al país  su aeropuerto internacional  en la capital Kuala Lumpur  reviste la ciudad de modernidad y un marcado buen gusto. Malasia es un Estado con gran desarrollo industrial y por ende económico  con un práctico y útil sistema de trenes  que conecta con toda la provincia. El idioma malayo y el islam son respectivamente la lengua y la religión oficial de la zona. También se habla inglés. Recorrer Malasia es adentrarse a una cultura diversa  organizada y muy trabajadora. Su sistema de poder corresponde a una monarquía electiva constitucional compuesta por una federación. Su jefe de Estado es el Yang di-Pertuan Agong  conocido como el Rey de Malasia.Aunque las leyes establezcan que esta parte geográfica es democrática  existen ciertas reglas que desestiman tal tipo de mandato  ya que el Estado Malasio carece de muchas de las libertades existentes en las sociedades occidentales. La censura es practicada de forma genérica  enfocada contra voces opositoras al gobierno y ...,no
61,Autoexamen de seno Según cifras de la Organización Panamericana de la Salud (OPS)  el cáncer de mama es el cáncer más común en las mujeres y la segunda causa principal de muertes por cáncer en este grupo de población en las Américas. “Unas 400 000 mujeres fueron diagnosticadas y más de 92 000 murieron de cáncer de mama en las Américas en 2010. Si continúan las tendencias actuales  se estima que aumente un 46% en las Américas para el año 2030”  explica la OPS. Por ello  el mensaje que la OPS está promoviendo durante el Mes de la Concientización sobre el Cáncer de Mama es que este cáncer puede ser detectado temprano y tratado con eficacia. El autoexamen de seno es una de las prácticas más efectivas para detectarlo.La página de información de salud MedlinePlus  que ofrece un servicio de la Biblioteca Nacional de Medicina de Estados Unidos recomienda a las mujeres que han llegado a la menopausia realizarse el examen el mismo día cada mes. Ese examen “siempre debe incluir: la inspección visual (con y sin u...,no
62,Un mar de felicidad: las navidades en cruceros ¿No quiere cocinar  adornar la casa  comprar un árbol de Navidad y salir de compras de regalos entre las muchedumbres de centros comerciales en las navidades este año? ¡No hay problemas! Las líneas de cruceros lo esperan con una variedad de itinerarios en noviembre y diciembre en sus barcos que están decorados y listos para las fiestas  incluyendo todo tipo de adornos navideños  comidas tradicionales y entretenimiento especial para la época. Así usted y su familia disfrutan de un ambiente festivo ñ¡y otros trabajan!- Una nota importante: reserve con tiempo  ya que los itinerarios son muy populares. He aquí algunas travesías festivas para considerar esta próxima temporada navideña. Algunas líneas de cruceros  por cierto  comienzan las celebraciones ya desde mediados de noviembre:- Disney Cruise Line ¿Le gustaría un recorrido por el Caribe y las Bahamas con toda la familia? Esta línea ofrece cruceros familiares divertidos con tema navideño (“Very Merrytime Cruises”) de mediados de no...,no
63,¿Por qué a mí? Tras recibir el diagnóstico de una enfermedad catastrófica  como el cáncer  muchos se hacen estas preguntas: ¿por qué a mí? ¿Por qué Dios ha permitido esto en mi vida? En algunos casos los médicos incluso dan un número estimado de días de vida restantes  lo que causa todavía más desconsuelo. En ese momento el apoyo espiritual es invaluable. “Cuando alguien se enferma afecta la familia  afecta el entorno del enfermo y la asistencia espiritual es fundamental pues la persona que recibe un diagnóstico se cae”  explica la coordinadora de Pastoral de la Salud de Santo Domingo Sor María Estela Ángeles.Una oportunidadEl problema de esa caída es que ocurre en estado de ánimo y actitud ante la vida  pero también en materia de fe. La persona cuestiona a Dios por lo que está aconteciendo en su vida. Siente abandono y frustración.Sin embargo  los pacientes de cáncer deben ser capaces de creer que su diagnóstico no significa necesariamente el fin de su vida  sino un nuevo comienzo  una ocasión pa...,no
64,Se eleva nivel del mar El nivel del mar aumentó de forma inusual unos 20 centímetros durante los últimos cien años  un fenómeno que no tiene precedentes en milenios  según un estudio divulgado ayer en Australia.La investigación  publicada en “Proceedings of the National Academy of Sciences”  analiza las fluctuaciones del nivel del mar en los últimos 35 000 años basado en los cambios en el volumen de hielo en la Tierra.“En los últimos 6 000 años antes de que comenzara a aumentar el nivel del agua en la modernidad  el nivel del mar fue bastante estable”  dijo el coautor del estudio  Kurt Lambeck.Durante esos milenios no se han encontrado pruebas de oscilaciones de 25 o 30 centímetros en períodos de cien años o más.,no
65,Marina participará en ‘boat show’ La Marina de Casa de Campo participará por cuarto año consecutivo en el Fort Lauderdale Boat Show a celebrarse del 30 de octubre al 3 de noviembre en la ciudad conocida como la Capital del Mundo del Yate. Este año este evento llega a su 55 aniversario  siendo uno de los más importantes escenarios que reúne a prestigiosos astilleros  ‘brokers’  diseñadores de yates  embarcaciones de pesca deportiva y barcos de vela  entre otros bienes y servicios relacionados con la industria náutica de lujo. La Marina de Casa Campo tendrá un espacio especial con el objetivo de atraer superyates para que visiten el país y disfruten de las facilidades que ofrece este importante destino así como los atractivos del complejo Casa de Campo.CaracterísticasLa Marina de Casa de Campo cuenta con 370 muelles y recibe embarcaciones internacionales de pesca deportiva  yates y megayates de hasta 250 pies que transitan por el Caribe. Según una nota de prensa  las siete localidades del Fort Lauderdale Boat Show est...,no
66,Estrella es eliminado en el torneo de Viena El dominicano Víctor Estrella Burgos  quien este año llegó hasta la tercera ronda del Abierto de Estados Unidos  cayó ante Viktor Troicki por 6-0  6-3 el martes en el torneo de tenis de Viena.      De su lado  el croata Ivo Karlovic levantó tres puntos de partido en el segundo set y al final derrotó al argentino Federico Delbonis por 6-7 (1)  7-6 (9)  7-6 (2).Karlovic  séptimo preclasificado  logró 29 aces en un partido que requirió de tres desempates y en el que ninguno de los jugadores sufrió un quiebre.En la segunda ronda enfrentará al dos veces ganador de este torneo  el alemán Jurgen Melzer o al eslovaco Norbert Gombos.En otro partido de primera ronda  el alemán Jan-Lennard Struff venció al español Guillermo García-López por 6-3  6-4.,si
67,Provincia Duarte gana la Coca Cacao El equipo representante de la Provincia Duarte ganó invicto la Copa Cacao de baloncesto U17  celebrada el pasado fin de semana en el pabellón Mario Ortega  de esta ciudad  con la participación de las provincias María Trinidad Sánchez  Hermanas Mirabal  Sánchez Ramírez  Samaná y la anfitriona  Duarte.La Copa Cacao es un evento deportivo  que como su nombre lo señala  tiene como propósito resaltar este importante rubro de la provincia Duarte  y que es común en las demás provincias del Nordeste  el cacao. Este año fue dedicado al doctor Héctor Rizek  símbolo del cacao en la República Dominicana y el mundo; quien preside el Grupo Rizek  que ha incursionado de manera en el desarrollo deportivo de la región  propietarios de las franquicias profesionales del béisbol y baloncesto con cede en esta ciudad.La etapa final de la Copa Cacao se realizaron el pasado domingo; a primera hora se disputó el tercer lugar entre los equipos de Samaná y María Trinidad Sánchez  obteniendo la victoria estos ...,si
